GeneID	Length	36808_FFPE_control	43323_FFPE_control	43917_FFPE_od	44331_FFPE_od	45726_FFPE_control	47198_FFPE_control	50276_FFPE_control	50315_FFPE_control	50416_FFPE_od	51234_FFPE_od	60126_FFPE_control	60126_FF_control	60127_FFPE_od	60127_FF_od	60177_FFPE_od	60459_FF_control	60460_FFPE_control	60460_FF_control	60461_FFPE_od	60461_FF_od	60462_FF_control	60462_FFPE_control	60516_FF_control	60629_FF_control	60631_FF_od	60636_FFPE_od	60636_FF_od	60679_FFPE_od	60679_FF_od	60749_FFPE_od	60749_FF_od	60792_FFPE_od	61478_FFPE_control
ENSCAFG00000031208	1274	0	3	1	1	0	2	0	0	0	0	0	0	0	1	1	0	0	6	0	1	6	7	1	0	0	1	2	0	0	1	0	0	0
ENSCAFG00000001631	901	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	3	0	0	2	1	5	1	0	0	1	0	0	0	0	0	0
ENSCAFG00000001633	2328	23	11	14	17	15	13	17	1	58	51	560	455	188	521	15	244	110	325	114	488	340	19	180	227	231	53	221	59	204	134	177	9	27
ENSCAFG00000001642	4391	40	72	26	126	10	80	37	1	18	30	362	257	117	120	45	237	108	188	121	102	178	15	143	118	101	65	204	57	197	205	199	42	31
ENSCAFG00000041662	1002	2	0	0	2	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0
ENSCAFG00000029921	105	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001697	5563	329	263	131	514	232	282	212	3	485	506	4771	3992	1918	3441	146	2242	681	2079	768	3323	3720	205	1993	1774	1636	564	2320	434	1962	1321	1552	191	354
ENSCAFG00000001722	2903	0	2	0	0	0	1	0	0	0	0	0	0	0	4	3	0	8	0	6	10	7	5	0	2	0	1	1	0	1	8	6	2	0
ENSCAFG00000001723	1167	48	30	16	55	42	31	15	2	13	42	467	361	75	375	36	336	81	383	83	807	414	6	259	298	369	51	433	41	449	241	221	32	29
ENSCAFG00000001725	3497	100	136	68	223	153	165	87	15	61	181	850	732	386	544	82	798	331	798	335	694	865	64	750	732	430	202	856	182	581	368	325	71	195
ENSCAFG00000001728	1043	5	18	17	41	18	21	16	0	24	60	425	315	108	515	25	333	75	369	145	870	381	11	361	312	597	73	389	36	482	279	334	26	26
ENSCAFG00000046013	306	4	0	0	8	14	6	0	0	1	1	7	15	2	22	1	7	1	26	3	45	11	0	11	2	23	2	24	1	33	19	33	4	0
ENSCAFG00000031615	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0
ENSCAFG00000001736	1215	189	151	89	247	107	219	119	15	80	173	1891	1473	298	727	126	838	400	952	340	1156	1060	28	1064	866	1044	223	1576	148	1071	609	515	128	126
ENSCAFG00000001741	1516	16	4	2	12	16	6	4	0	3	16	110	73	32	75	1	61	28	86	34	163	96	12	66	64	43	7	84	22	226	92	65	9	10
ENSCAFG00000001748	3205	65	130	32	188	79	99	49	2	37	50	517	395	133	198	65	470	132	547	122	158	446	13	373	377	198	80	515	53	353	176	124	66	68
ENSCAFG00000001753	2551	236	290	101	555	237	525	307	29	143	259	3546	2514	612	1328	167	2017	1097	2474	638	1337	2333	67	1260	2050	909	246	1558	301	1764	540	458	184	367
ENSCAFG00000001756	1035	77	42	17	76	59	102	71	7	30	59	1259	787	163	624	37	420	270	526	130	469	884	20	401	460	399	98	443	103	538	222	166	69	79
ENSCAFG00000043792	1499	388	254	81	391	257	449	271	30	58	122	1602	1171	293	889	130	2640	719	3618	424	724	1486	27	1540	2487	860	207	1397	232	1914	444	409	248	263
ENSCAFG00000001763	859	90	30	25	94	21	50	49	3	57	61	1019	678	200	663	35	378	139	384	119	801	770	26	369	321	332	92	448	68	480	288	326	38	53
ENSCAFG00000001774	6083	206	195	112	408	184	185	132	13	73	133	1358	919	313	629	166	1178	299	1261	330	715	982	36	916	1208	724	187	1381	123	940	528	377	154	191
ENSCAFG00000001782	1018	18	13	12	49	26	18	28	3	20	19	168	128	43	194	32	249	120	339	70	160	194	13	195	224	216	49	250	36	263	103	81	22	27
ENSCAFG00000001787	2917	125	80	36	149	103	141	60	4	71	115	995	837	214	550	64	883	284	898	191	526	802	46	781	661	668	153	906	94	986	460	440	102	108
ENSCAFG00000001814	3555	65	37	79	84	80	49	36	0	52	104	439	347	81	289	97	608	100	556	218	1532	362	32	536	624	1110	173	770	67	1231	740	812	105	76
ENSCAFG00000001829	1708	25	47	31	106	53	58	28	8	14	29	418	333	68	196	28	391	76	273	121	358	390	9	186	296	223	65	309	57	364	298	205	55	44
ENSCAFG00000001834	7716	303	250	123	441	192	374	189	21	130	152	1811	1350	629	1057	212	2002	497	2535	426	872	1353	52	1077	1984	802	260	1445	206	1549	911	688	210	220
ENSCAFG00000001837	528	15	11	23	14	16	9	4	2	27	73	22	33	41	108	44	32	21	10	48	267	41	3	20	10	201	53	76	37	147	79	93	66	42
ENSCAFG00000001839	2592	146	122	35	252	100	228	95	7	29	47	1340	1048	205	257	72	1029	218	867	144	234	517	21	412	829	349	91	398	83	611	371	289	67	84
ENSCAFG00000001842	698	0	4	2	9	0	8	0	1	2	2	1	4	6	8	0	3	4	1	5	6	6	4	8	0	2	5	3	2	4	18	21	0	2
ENSCAFG00000001847	6964	132	112	122	276	158	208	93	10	252	267	1613	1349	706	1481	175	893	315	927	414	2031	1532	77	816	893	1035	303	1179	299	1283	979	940	216	243
ENSCAFG00000001853	5446	35	38	26	67	50	38	33	4	30	44	95	81	47	67	41	105	50	85	75	53	64	8	103	68	125	48	134	27	102	163	154	54	32
ENSCAFG00000001858	1293	12	9	3	10	2	17	7	1	1	4	55	51	9	32	2	53	13	56	13	44	27	2	27	60	63	10	36	14	68	18	20	8	11
ENSCAFG00000001865	3477	29	40	46	95	38	29	33	0	23	67	161	149	105	138	58	170	60	122	103	369	151	11	182	155	378	102	333	54	347	297	185	92	57
ENSCAFG00000024782	1113	78	38	12	96	21	119	69	7	7	10	434	261	45	45	7	246	158	327	58	19	159	3	79	256	20	12	56	38	155	13	10	18	57
ENSCAFG00000001868	1214	123	98	78	219	102	150	123	17	70	190	815	599	160	583	122	673	417	828	325	911	666	29	760	654	1000	214	1035	175	994	485	406	219	134
ENSCAFG00000001872	1316	57	30	10	66	27	25	32	0	30	50	486	388	128	412	24	387	151	582	77	454	479	25	353	379	376	92	347	71	598	156	224	29	26
ENSCAFG00000001892	5050	133	162	128	326	144	204	97	13	267	303	1431	1223	685	1389	148	1181	378	1133	622	2969	1296	73	1070	952	2116	435	1375	346	1860	864	1020	148	176
ENSCAFG00000001910	2396	25	23	11	45	14	22	15	2	34	54	221	188	98	250	42	145	48	168	70	373	186	23	144	142	322	66	191	25	120	96	150	38	26
ENSCAFG00000001918	1869	21	8	5	48	20	21	19	2	18	29	155	114	80	128	18	117	46	99	60	124	184	13	114	104	178	35	121	22	105	217	190	36	22
ENSCAFG00000001922	1792	24	29	17	69	24	41	30	1	29	53	311	238	107	254	23	200	156	285	95	292	293	6	193	224	202	60	309	60	263	120	123	9	35
ENSCAFG00000001924	935	10	13	2	17	4	4	4	0	0	7	90	68	19	48	4	40	20	52	17	18	116	5	32	29	20	8	64	6	34	28	22	1	4
ENSCAFG00000001928	1871	52	37	32	70	41	73	70	11	39	83	609	499	188	536	33	429	263	428	211	727	498	22	385	411	818	127	487	94	557	308	339	57	80
ENSCAFG00000001938	3616	216	138	198	778	158	316	332	55	59	183	1052	918	442	430	1610	1071	368	698	344	728	889	64	482	586	19632	3769	1703	220	849	10269	5595	808	157
ENSCAFG00000044941	1551	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	4	5	0	0	2	0	1	0	1	1	2	0	0
ENSCAFG00000049070	1576	0	0	2	0	0	0	1	0	0	0	1	0	0	2	2	1	0	0	0	0	4	2	0	0	0	1	0	1	0	1	0	0	0
ENSCAFG00000044429	1263	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	3	0
ENSCAFG00000031182	1089	31	25	18	62	19	37	29	4	23	29	351	234	86	143	26	115	87	153	89	217	219	7	104	122	118	49	126	24	82	79	59	38	25
ENSCAFG00000001941	3258	229	182	142	444	344	602	415	77	66	366	1654	1204	368	692	211	1664	978	1858	711	1423	1279	57	1036	1476	1255	411	1206	346	1844	791	644	476	519
ENSCAFG00000001960	2425	0	0	0	1	0	0	0	0	0	0	1	2	1	0	1	0	1	0	0	3	3	11	1	1	1	0	0	2	1	34	13	0	0
ENSCAFG00000001981	2309	75	71	141	107	276	135	131	42	87	274	183	153	100	271	317	124	177	192	357	1393	185	49	178	174	1085	250	545	146	637	557	488	659	415
ENSCAFG00000041148	2439	1466	1340	726	1506	806	1524	1128	83	1861	1533	41214	33198	4984	23507	991	14284	4697	14078	4419	45713	25425	384	8584	13819	16395	2300	12590	3011	25755	6429	7624	1076	2057
ENSCAFG00000001983	2250	40	22	37	94	45	56	28	1	37	94	165	131	111	247	72	136	82	205	160	901	204	8	241	157	650	145	325	59	352	347	331	89	41
ENSCAFG00000001985	1146	11	24	11	29	9	20	11	4	9	11	106	88	12	26	31	109	23	178	33	40	97	1	86	122	84	23	104	5	109	49	34	16	17
ENSCAFG00000001986	5181	595	561	136	671	955	1440	631	61	47	323	4353	2925	792	787	296	2786	987	2880	664	407	1789	117	1277	2665	553	373	1446	379	2034	371	195	626	634
ENSCAFG00000001987	2129	0	2	0	9	23	1	5	0	1	1	6	4	2	2	0	9	2	5	3	1	8	4	6	7	0	0	0	1	4	0	0	2	0
ENSCAFG00000001989	4469	50	36	18	52	22	54	16	0	25	44	323	259	67	96	21	283	72	190	88	178	243	20	206	256	186	51	224	26	208	187	122	35	34
ENSCAFG00000031540	2034	8	8	5	8	0	28	7	0	1	1	54	57	27	9	0	45	11	29	9	11	51	8	19	37	2	0	11	7	33	1	0	1	2
ENSCAFG00000032368	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000032757	357	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	1	3	0	3	2	1	1	1	0	0	2	0	0	0	1	0	0
ENSCAFG00000001996	2628	283	204	122	229	202	245	221	21	352	348	6229	4855	1035	3708	155	2156	875	2901	855	6263	5108	207	1983	2151	2778	428	2660	494	3240	1217	1382	165	349
ENSCAFG00000045768	1257	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000033723	4543	1	0	0	0	1	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0	8	15	0	1	0	0	1	0	0	0	0	0	1
ENSCAFG00000002002	1564	66	50	24	57	22	46	44	3	95	146	650	599	275	574	43	342	154	285	229	555	556	28	276	278	252	139	284	136	421	355	348	37	82
ENSCAFG00000041248	318	1	1	4	0	1	0	1	0	2	2	2	3	3	12	0	2	0	3	1	10	3	4	0	0	1	2	9	0	7	2	1	0	0
ENSCAFG00000002008	2460	42	45	44	46	55	87	52	10	12	48	242	260	110	151	35	125	80	111	57	81	291	59	159	249	39	33	206	44	135	63	45	44	83
ENSCAFG00000027086	101	23	10	7	24	21	10	11	0	25	26	8	6	31	5	11	0	10	1	18	15	8	24	0	1	1	23	3	23	1	13	1	32	5
ENSCAFG00000048496	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000033140	473	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000038428	1289	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	1	0	0	5	5	0	0	0	0	2	0	0	0	0	0	0
ENSCAFG00000002016	2857	14	2	1	7	2	13	5	2	3	4	21	11	26	23	1	14	10	13	8	19	25	4	22	8	23	8	47	11	48	6	8	1	6
ENSCAFG00000046887	92	3	1	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSCAFG00000026242	107	1	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000002020	1620	101	60	35	172	64	49	40	4	26	69	650	1131	640	1622	20	937	310	1001	281	1875	1142	24	885	874	614	210	1305	133	906	259	410	31	56
ENSCAFG00000002021	1490	106	121	23	120	107	163	211	23	26	38	3015	2646	641	1213	46	1227	966	1637	209	406	1946	55	794	1130	160	131	528	148	582	83	67	36	187
ENSCAFG00000002023	2282	1172	1073	141	980	880	1981	2055	230	71	118	6216	4473	1941	3155	235	5130	4811	5400	1164	496	4877	311	2660	3537	66	465	2790	851	1658	23	26	252	1850
ENSCAFG00000002026	2761	22	14	7	31	25	10	8	0	7	2	71	107	76	90	7	69	43	56	20	43	177	33	578	57	8	35	261	19	72	6	12	0	7
ENSCAFG00000027442	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002029	2250	148	105	30	96	62	77	74	0	85	20	1298	1054	429	558	20	673	235	448	118	262	961	54	604	451	99	42	588	104	347	54	87	19	66
ENSCAFG00000002036	6926	5	1	1	1	9	3	2	11	0	0	2	1	4	5	0	13	7	0	0	1	19	14	0	2	2	3	3	0	1	0	0	6	4
ENSCAFG00000002037	3054	114	63	97	82	35	74	66	5	47	20	880	723	240	396	66	485	116	493	150	482	777	50	357	414	754	64	613	73	267	111	114	33	70
ENSCAFG00000028803	693	0	3	0	1	2	0	3	0	0	0	2	0	3	1	0	2	8	1	1	0	12	5	6	3	0	0	6	1	3	1	0	0	0
ENSCAFG00000002043	2690	1	0	0	2	0	1	0	0	0	0	12	8	2	3	1	22	0	14	6	5	30	16	2	16	0	0	0	0	2	1	4	4	2
ENSCAFG00000002054	4928	263	437	291	550	272	303	360	20	173	304	1802	2240	1330	2416	434	1492	969	1140	765	1722	1797	85	2171	756	940	972	4515	445	1812	859	1067	166	420
ENSCAFG00000002068	3634	3	7	2	1	0	3	2	0	0	2	3	10	25	11	0	15	3	1	2	1	24	6	13	3	7	7	8	3	6	3	7	0	2
ENSCAFG00000043764	1013	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	8	9	0	2	0	0	0	1	0	0	0	0	0
ENSCAFG00000042347	1023	293	75	46	91	93	349	356	43	90	132	924	1018	302	546	91	205	508	395	132	1414	734	66	112	260	190	160	142	87	197	81	57	121	431
ENSCAFG00000002078	1913	166	82	50	130	107	130	94	8	29	102	1634	1142	244	600	98	1688	578	2115	316	1311	1202	28	627	1683	641	187	669	118	948	417	374	73	122
ENSCAFG00000002084	438	40	5	12	17	10	24	12	0	8	20	116	86	18	151	26	123	19	187	25	181	116	5	136	94	142	21	131	11	165	62	58	13	13
ENSCAFG00000044195	1125	0	5	0	1	2	0	0	0	1	0	1	1	2	0	0	0	0	2	0	0	2	1	2	0	0	0	1	2	0	0	2	1	0
ENSCAFG00000002089	2689	109	101	110	181	124	154	105	3	180	227	1839	1840	884	1595	127	540	285	447	254	1669	1777	155	612	392	615	234	1223	185	599	480	557	120	197
ENSCAFG00000002092	2697	5	1	2	5	1	1	2	0	0	0	12	14	4	14	2	16	9	46	4	3	36	8	11	29	0	3	3	4	10	2	2	0	0
ENSCAFG00000002095	2896	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	1	0	1	0	1	8	8	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000002097	1143	2	3	1	3	0	2	0	0	0	0	1	2	10	2	0	0	1	0	1	1	3	3	5	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000030203	107	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000002100	2656	10	9	4	15	19	54	23	0	1	0	234	213	89	140	7	133	86	169	57	350	202	16	127	127	181	32	119	65	238	115	81	24	42
ENSCAFG00000047447	206	6	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002101	1126	24	20	17	55	30	54	9	0	22	107	75	94	240	709	76	143	61	108	64	266	302	12	300	86	375	110	333	118	323	123	294	17	29
ENSCAFG00000044371	335	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	6	3	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000041714	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000045719	76	6	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSCAFG00000002106	1080	11	0	3	9	4	9	2	0	2	9	81	51	18	55	5	41	37	59	25	126	71	2	38	45	100	19	74	9	102	30	18	5	2
ENSCAFG00000002111	3439	169	144	61	194	68	106	112	4	146	147	2803	2318	759	2471	62	1505	490	1646	401	2713	2514	70	1347	1249	1183	222	1561	157	1241	442	642	57	151
ENSCAFG00000002126	1814	18	17	7	28	6	29	19	8	127	99	288	265	148	438	13	91	96	179	61	299	290	17	146	76	148	67	213	22	82	48	101	12	38
ENSCAFG00000002127	1871	1	3	0	0	0	0	0	0	6	5	0	1	2	0	0	2	3	0	0	0	6	6	75	3	2	1	2	1	1	3	0	0	1
ENSCAFG00000030374	846	3	1	0	5	1	0	1	0	1	0	5	5	2	6	0	1	7	5	5	26	9	0	19	0	11	1	22	0	6	4	1	1	1
ENSCAFG00000002133	2871	0	0	0	1	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	6	7	164	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002141	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	10	9	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000023105	2842	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	4	11	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000043946	2002	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	1	0	8	0	0	1	0	0	0	0	1	1	0	0
ENSCAFG00000028592	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000047321	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000043068	201	2	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000044583	242	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000023077	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000023065	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000049967	318	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000044104	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040503	265	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000047166	125	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000035792	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000026314	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002153	2117	12	7	0	3	1	20	7	1	0	0	1	2	40	112	1	50	25	9	44	3	5	9	0	2	0	6	1	12	5	0	0	0	8
ENSCAFG00000002156	3104	1	10	1	1	49	4	5	3	0	1	27	33	13	3	2	4	15	2	17	4	28	40	50	9	1	6	28	3	7	1	1	6	1
ENSCAFG00000046480	1212	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000042487	2890	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	8	14	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002165	12308	1	1	0	1	0	1	1	1	0	0	5	8	9	9	0	1	0	3	3	12	51	63	2	3	1	0	1	0	0	1	0	0	2
ENSCAFG00000047913	121	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSCAFG00000024456	414	1	1	1	0	1	2	0	0	2	2	3	5	0	12	0	2	3	2	0	9	7	1	2	1	3	1	2	2	4	2	0	0	3
ENSCAFG00000044215	2750	0	0	0	0	0	0	0	0	0	0	4	0	5	1	0	0	0	1	0	0	5	24	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000025700	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028874	1351	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002183	1625	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	1	1	0	0	0	0	0	0
ENSCAFG00000002196	3043	34	20	35	45	13	10	9	6	203	195	538	452	199	1562	102	279	102	390	224	3047	656	31	390	292	1838	184	809	48	537	881	921	76	70
ENSCAFG00000030193	1374	116	93	37	198	197	105	65	11	7	22	252	220	59	144	53	693	255	592	104	69	159	3	545	418	131	84	614	54	245	62	54	42	43
ENSCAFG00000002210	2936	20	26	6	66	11	21	20	6	4	10	100	72	32	33	2	62	89	53	22	23	110	11	95	34	8	15	54	17	30	7	9	12	16
ENSCAFG00000002214	1499	6	10	13	12	12	11	19	11	10	22	29	22	26	7	19	16	14	18	8	16	28	3	29	10	81	33	53	9	22	20	30	23	26
ENSCAFG00000044300	1378	153	49	10	68	48	89	95	6	28	52	1570	1205	427	987	45	515	334	719	130	399	934	37	314	370	180	105	274	105	353	75	126	37	115
ENSCAFG00000031682	2746	22	4	0	6	0	12	3	0	3	0	127	110	33	38	2	39	5	50	10	21	100	15	109	65	14	3	17	6	47	1	3	2	9
ENSCAFG00000024271	1195	29	12	13	48	16	27	42	2	42	40	361	343	224	455	13	139	84	78	91	358	354	28	569	71	204	67	235	37	179	44	78	36	55
ENSCAFG00000028083	100	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	3	2	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000024066	3514	208	173	55	229	125	238	323	23	258	308	2604	2251	905	1874	62	1143	632	1705	466	2469	2366	69	1230	1372	820	372	1263	306	1479	507	779	226	416
ENSCAFG00000002255	4776	110	110	76	139	99	88	123	10	213	395	702	671	521	663	75	306	297	373	337	1586	645	59	412	311	787	268	693	213	684	431	410	207	254
ENSCAFG00000002264	2173	292	114	46	204	136	204	163	19	147	172	1963	1474	642	1061	60	1094	580	1172	266	720	1628	88	797	864	342	178	665	164	591	253	339	104	237
ENSCAFG00000044246	648	0	0	1	1	0	5	0	0	1	2	3	2	0	0	4	3	2	1	0	1	1	3	0	4	9	0	3	1	2	3	0	1	0
ENSCAFG00000043191	103	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000025926	107	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
ENSCAFG00000002273	1308	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	4	3	0	0	1	0	3	0	0	0	0	0	0
ENSCAFG00000047582	4319	1	1	5	2	4	0	0	3	0	0	0	1	2	4	2	2	0	0	1	2	8	16	0	0	3	0	1	1	3	0	1	0	0
ENSCAFG00000002276	1115	88	100	65	253	146	147	68	6	81	264	711	723	494	1314	143	934	329	621	506	1603	1025	34	1907	794	682	388	1700	280	1521	229	343	87	163
ENSCAFG00000049045	237	8	5	5	18	13	30	19	0	6	63	67	65	24	173	17	95	32	101	36	290	76	1	137	49	905	87	293	84	257	264	186	24	50
ENSCAFG00000025898	134	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000046663	2157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002288	2281	149	109	37	235	67	158	67	7	70	88	1337	1399	465	1199	46	1265	423	1198	355	1557	1527	29	1185	1062	876	218	1341	155	856	314	376	66	77
ENSCAFG00000029285	276	0	0	0	1	0	0	0	0	0	0	2	0	1	3	0	1	0	2	0	5	0	0	4	0	0	0	1	0	0	0	1	0	0
ENSCAFG00000036768	1505	0	0	0	2	0	0	0	0	0	0	3	1	5	3	0	3	1	1	0	1	10	7	1	4	0	2	0	2	0	0	0	0	0
ENSCAFG00000041166	3828	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
ENSCAFG00000002300	1905	8	10	4	31	7	9	4	0	5	4	103	126	57	91	2	135	11	47	22	107	103	0	100	74	33	10	144	12	47	11	16	5	5
ENSCAFG00000002305	2752	47	56	16	133	51	28	22	2	18	28	330	374	276	583	16	377	82	271	95	332	563	22	369	288	109	55	429	35	264	83	92	16	41
ENSCAFG00000044098	1444	2	0	0	1	1	0	0	0	0	0	0	6	1	4	0	0	0	0	0	1	6	5	0	0	0	0	0	0	0	2	0	5	0
ENSCAFG00000002316	3741	112	105	12	85	6	515	207	14	13	2	641	439	254	162	36	270	485	318	251	47	475	30	157	455	1	49	174	200	274	3	3	46	259
ENSCAFG00000002322	1513	2	0	0	0	0	0	0	0	0	0	13	7	7	4	0	9	1	5	4	1	18	4	7	7	1	2	9	3	3	0	1	0	0
ENSCAFG00000037804	3084	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	5	7	1	0	0	0	0	0	0	0	1	0	0
ENSCAFG00000048704	1164	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000025946	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002325	987	3	1	3	1	0	0	3	0	1	1	5	0	2	0	3	1	3	8	2	2	5	0	1	4	6	2	1	2	0	2	0	1	1
ENSCAFG00000002327	3619	1	1	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0	0	0	10	25	4	1	0	0	9	2	1	0	0	0	0
